100.00	760	0.000	0.000	
92.2	760	0.050	0.293	
87.5	760	0.100	0.435	
84.3	760	0.150	0.522	
81.5	760	0.200	0.590	
78.0	760	0.300	0.675	
75.4	760	0.400	0.735	
73.2	760	0.500	0.783	
71.4	760	0.600	0.831	
69.6	760	0.700	0.874	
67.8	760	0.800	0.918	
66.1	760	0.900	0.961	
65.4	760	0.950	0.981	
64.6	760	1.000	1.000	
