370.0	760	0.012	0.114
368.8	760	0.026	0.157	
360.6	760	0.102	0.430
357.9	760	0.140	0.514		
356.0	760	0.175	0.560		
346.8	760	0.473	0.765		
345.7	760	0.526	0.794		
345.5	760	0.540	0.801		
345.1	760	0.565	0.805		
344.6	760	0.585	0.816		
343.7	760	0.662	0.857		
343.0	760	0.675	0.865		
342.2	760	0.714	0.878		
340.0	760	0.850	0.930		
339.3	760	0.890	0.956		
338.8	760	0.920	0.965		
