:44
:59
:60
:102
:58
:41
:26
:56
:72
:53
:13
:17
:108
:40
:121
:78
:110
:122
:103
:182
:108
:136
:124
:154
:160
:157
:109
:95
:54
:54
:58
:90
:90
:74
:74
:56
:56
:56
:116
:134
:90
:90
:54
:72
:88
:69
:44
:76
:28
:154
:88
:71
:112.5
:64.5
:119.5
:50.5
:78.5
:78.5
:108
:108
:108
:120
:52
:56
:84
:100
:98
:82
:70
:68
:42
:116
:156
:142
:172
:158
:140
:174
:138
:4
:188
:188
:174
:130
:147
:147
:147
:99
:99
:85
:113
:113
:105
:73
:74
:90
:66
:66
:52
:101
:102
:114
:90
:104
:54
:45
:86
:112
:112
:112
:94
:46
:73
:100
:194
:60
:62
:78
:194
:88
:170
:101
:170
:282
:30
:46
:88
:45
:106
:150
:116
:116
:112
:98
:28
:60
:62
:43
:44
:74
:144
:130
:88
:100
:62
:102
:88
:163.5
:38
:96
:48
:34
:30
:45
:46
:68
:4
:240
:114
:100
:130
:116
:116
:114
:114
:98
:132
:96
:226
:100
:86
:116
:102
:102
:100
:100
:84
:82
:118
:82
:82
:32
:2
:81
:36.5
:27
:20
:34
:88
:59
:104
:86
:16
:32
:73
:74
:40
:86
:31
:136
:68
:72
:102
:88
:70
:70
:66
:88
:104
:68
:102
:80.5
:98
:114
:114
:114
:84
:82
:82
:115
:60
:72
:76
:60
:88
:100
:57
:74
:86
:90
:48
:100
:158
:86
:102
:58
:74
:56
:88
:74
:90
:46
:118
:88
:58
:128
:20
:75
:28
:71
:61
:44
:30
:268
:142
:128
:158
:144
:144
:126
:160
:124
:254
:128
:114
:144
:130
:130
:128
:128
:112
:146
:110
:90
:32
:48
:212
:86
:72
:102
:88
:88
:86
:86
:70
:104
:104
:68
:68
:178
:94
:119
:148
:40
:44
:60
:60
:122
:58
:74
:55
:102
:59
:120
:42
:88
:76
:76
:76
:108
:104
:104
:118
:64
:146
:80
:166
:230
:198
:72
:132
:88
:114
:84
:92
:133.5
:184
:101
:59
:120
:120
:114
:114
:213
:227
:156
:172
:86
:52
:62.5
:161.5
:18
:106
:106
:106
