% Methanol - Isopropanol VLE 
% 1 atm
% T(K)  P		x		y
349.60	1	0.195	0.351				
348.22	1	0.254	0.432				
346.81	1	0.320	0.506				
345.63	1	0.385	0.576				
343.74	1	0.486	0.664				
343.33	1	0.515	0.688				
342.39	1	0.585	0.741				
341.64	1	0.624	0.768				
341.26	1	0.665	0.796				
340.52	1	0.714	0.828				
339.80	1	0.775	0.865				
339.22	1	0.824	0.892				
338.48	1	0.896	0.934				
338.20	1	0.915	0.947
